,index,Premise 1,Conclusion,Premise 1_f1
548,1097,Being able to relax can keep blood pressure in a acceptable level,Reading spiritual texts can keep blood pressure in a acceptable level,0.9537090063095092
549,1098,Depression slows down brain activity ,Alcohol slows down brain activity ,0.9408684968948364
550,1099,fresh and dried fruits are high in vitamin B1.,fresh and dried fruits can keep the nervous system healthy.,0.9630419611930848
551,1100,Washing vegetables releases bacteria and viruses.,Washing vegetables preserves digestive system from failure.,0.964179515838623
552,1101,eggs have muscle growth to lead a large one for people.,egg  can promote the possibility of being handsome.,0.8909612894058228
553,1103,The harmful outcome of some drugs is usually indicated by some result such as the alteration in levels of enzymes,The harmful outcome of some drugs is usually indicated by some result such as low hydrolysis and oxidation,0.9832253456115724
554,1104,Income inequality increases the hierarchy,Income inequality increases status competition,0.9527610540390016
555,1105,freelancers can find many jobs from brazil,freelancers can find many jobs from brazil,0.840630292892456
556,1106,Central banks in most countries have a set interest rate,Central banks in most countries manage both inflation and the country's exchange rate,0.9738770723342896
557,1109,Ice layers in northern America and Europe prove the proof of possible connection between northernAmerica and Europe.,Geologists found the proof of possible connection between northern America and Europe.,0.9377319812774658
558,1110,Kerman is a tourist destination city,Kerman is a tourist destination city,0.942416250705719
559,1116,Blood flow is needed for the brain to function properly,Water is needed for the brain to function properly,0.9870683550834656
560,1117,Warming atmosphere in rapid rate is releasing greenhouse gases.,Warming atmosphere in rapid rate is causing the sea level to rise.,0.9414749145507812
561,1118,The venture arms investment led to an increase in the number of users,The venture arms investment led to an increase in number of users,0.8866707682609558
562,1122,"Foodborne illness, including E. coli, Listeria, and Salmonella, are caused by the pasteurization process.","The pasteurization process kills many cause of foodborne illness, including E. coli, Listeria, and Salmonella.",0.9370404481887816
563,1125,"when the remaining ingredients are mixed, a robust stone-like material is formed","with the reaction of water to cement, a robust stone-like material is formed",0.9460219144821168
564,1129,Chest pain may have chest pain in the future,those female workers who work more than 55 hours per week may have chest pain in the future,0.9112309217453004
565,1130,Insoluble fiber also helps balance the pH in your intestine.,"Insoluble fiber also helps balance the pH in your intestine, and may prevent colon cancer.",0.9731281399726868
566,1131,In some countries goverments use duckweed which can purify dirty water.,In some countries goverments use duckweed which can purify dirty water.,0.9776424765586852
567,1133,Working long hours turned the country to a major world power.,Diligence of Japanese people turned the country to a major world power.,0.9768269062042236
568,1135,Active solar devices such as photovoltaic solar panels generate electricity,"Active solar devices such as photovoltaic solar panels are dependent on orientation, efficiency, latitude, and climate",0.9659936428070068
569,1136,It costs much less to reach new customers by sending them email newsletters that it does to lure new customers,It costs much less to keep in touch with your customer base by sending them email newsletters that it does to lure new customers,0.9240687489509584
570,1138,A market with a larger population density will be a good starting point for entrepreneurship.,Creative goods market will be a good starting point for entrepreneurship.,0.8906310200691223
571,1140,elementary school teachers usually have to be patient,elementary school teachers usually have to be patient,0.9473193883895874
572,1152,Tourism generates money for the local economy,Tourism brings in economic prosperity,0.931284248828888
573,1153,Overexposure to heat produces energy that can be used to produce electricity.,"Once a biogas has formed, it produces energy that can be used to produce electricity.",0.9168035984039308
574,1155,the new decision imposes significant trade restrictions,the new decision affects the economy negatively,0.976239025592804
575,1156,Protest against mandatory US army sevice suspended.,Muhammad Ali 's professional career suspended .,0.9357078075408936
576,1159,"Kidney's ability to filter out unwanted and toxic waste products, which then start to build up in the body is impaired.","The extra fluid and extra strain on the delicate blood vessels leading to reduces kindney's ability to filter out unwanted and toxic waste products, which then start to build up in the body.",0.9680060148239136
