,index,Premise 1,Conclusion,Premise 1_f1
860,1715,Lurish language often speak Lurish language.,Chaharmahal and Bakhtiarian’s often speak Lurish language.,0.8878380656242371
861,1716,rising temperature can lead to increase in pressure underneath the earth,continents sit on huge plates that can lead to increase in pressure underneath the earth,0.9378869533538818
862,1717,Fathers can't defend old-fashioned with rigorous moral views.,Fathers can't defend old-fashioned with rigorous moral views to children.,0.9240643382072448
863,1718,Several species of the benign bacteria in the intestine are known to be resistant to oxygen,"Several species of the benign bacteria in the intestine can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced",0.9313100576400756
864,1719,Godly powers are gifted with Godly powers.,Yugi is gifted with Godly powers.,0.8922492265701294
865,1721,Self-confidence helps children to identify themseleves as an individual,The competition may be a strong indication that help children to identify themseleves as an individual,0.8978950381278992
866,1722,Clean energy lay in the response to the emergence of great factories and the concomitant immense growth in coal consumption,The origins of the environmental movement lay in the response to the emergence of great factories and the concomitant immense growth in coal consumption,0.936542510986328
867,1723,the decision will effect millions of people,the decision will effect millions of people,0.9227295517921448
868,1724,Public universities are government-owned universities,Barcelona has a higher education system of government-owned universities,0.8993657827377319
869,1726,Spider-man revealed the virtual reality generator.,Spider-man revealed the mockery behind the deeds of Mysterio.,0.9258586764335632
870,1727,"When entrepreneurs create new services and products, they attract new customers",There will be a freefall in unemployment rates when tourists are brought into a community,0.8743177056312561
871,1728,Creativity should be creative,Teachers in modern class rooms should be creative,0.8818868398666382
872,1731, slippery roads contribute to car slide ,Road conditions as a result of the rain can contribute to car slide ,0.9185190200805664
873,1733,the new system can noticably increase production,the new system can noticably increase production,0.9075101017951964
874,1734,A new excavations revealed the ancient plant life.,A new excavations revealed the popularity of weed at ancient times.,0.9505602121353148
875,1739,Adult male penguins to hatch the eggs.,Adult male penguins to hatches the eggs.,0.9330515265464784
876,1741,Caterpillars have the organ that protects the bitter sap of the milkweed plant.,Caterpillars have the organ that protectes the bitter sap of the milkweed plant that it eats.,0.8915175199508667
877,1744,Higher salaries tend to earn more,Research shows that educated people tend to earn more,0.8940351605415344
878,1746,Golf courses can not provide golf courses for their people,Countries in the middle east can not provide golf courses for their people,0.884351909160614
879,1750,An airport includes an operationally active surface such as a runway,An airport includes an aerially accessible open space including at least one operationally active surface such as a runway for a plane to take off,0.913213074207306
880,1751, serotonin start sending pain messages to the brain.,Some scientists now believe that tension headaches may result from start sending pain messages to the brain.,0.9379395246505736
881,1756,Depression and speeding heart rate and making blood vessels tighten are stress hormones,Depression and speeding heart rate and making blood vessels tighten are closely related,0.9271549582481384
882,1757,The ability to save lives is impaired by oxygen deprivation.,The ability to save lives could have a bad effect on the quality of air.,0.912394642829895
883,1760,Parthians war strategy was based on fast attack followed by instant fleeing.,Parthians war strategy is utilized by modern Partisans.,0.8896971940994263
884,1761,Autism is a developmental disorder,"A new study finds that, over time, more people with less profound symptoms are being diagnosed with autism",0.8711909055709839
885,1762,High HDL cholesterol leads to a lower risk of many diseases.,Eating eggs consistently leads to a lower risk of many diseases.,0.9603490233421326
886,1763,"Insulin increased androgen secretion, oil production and inflammation.","Sugary foods increased androgen secretion, oil production and inflammation.",0.9353789687156676
887,1768,Having goals that are tied to higher-level intentions ensures that the strategic plan is focused on achieving specific results,Having goals that are tied to higher-level intentions ensures that the strategic plan is focused on achieving specific results,0.9067480564117432
888,1770,Noah collected the pair of animals.,Noah intended to prevent extinction.,0.8972970843315125
