,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
850,838,173,the company is one of the largest online retailers,online shopping looses many profit opportunities,the company looses many profit opportunities,0.9084263443946838,0.9200190901756288,1681
851,839,174,"driving costs such as gas, parking, or bus tickets",visiting a conventional retail store costs money,"visiting a conventional retail store costs such as gas, parking, or bus tickets",0.9409114718437196,0.9380835294723512,1682
852,840,175,Russian athletes were banned for doping.,Doping detracted from clean sport.,Russian athletes detracted from clean sport.,0.9284017086029052,0.9509319067001344,1684
853,841,176,African-americans have a higher blood pressure,High blood pressure can lead to heart diseases,African-americans have an increased risk of heart diseases,0.9717403650283812,0.9483568072319032,1686
854,842,1630,So different cell phones make emoji look differently.,Different cell phones make emoji look different.,So different cell phones make emoji look differently.,0.9086443185806274,0.9259676337242126,1688
855,843,1137,"The invention of the paper machine, enabled the printing of books",contributed to rising literacy and demands for mass political participation,"The invention of the paper machine,contributed to rising literacy and demands for mass political participation",0.9346128106117249,0.9504730105400084,1689
856,844,1138,Emergent coastlines are identifiable by raised beaches,Raised beaches are identifiable by raised beaches are above the high tide mark,Emergent coastlines are identifiable by raised beaches are above the high tide mark,0.9580695629119872,0.8972681760787964,1691
857,845,177,Some hair loss can result from aging and hormones.,Hormones can result from changing hair growth cycle.,Some hair loss can result from changing hair growth cycle.,0.9711598753929138,0.9155100584030152,1693
858,846,1139,Social media allows children to share their experiences with strangers,Social media helps children overcome shyness,Social media helps children overcome shyness,0.9296834468841552,0.9137914776802064,1694
859,847,1631,the new underground railway will cover almost all parts of the city,the new underground railway will have a high level of safety,the new underground railway will cover almost all parts of the city,0.956979274749756,0.941298246383667,1695
860,848,2096,eating whole foods reduces your healthcare costs,Lower your healthcare costs,eating whole foods lower your healthcare costs,0.9148296117782592,0.9105805158615112,1699
861,849,659,Higher exchange rates will raise the cost of living.,High inflation can lead to higher taxes.,High inflation will raise the cost of living.,0.9497498869895936,0.9332365393638612,1700
862,850,1632,Low levels of protein are a common concern about vegetarian and vegan diets.,"Protein might not promote muscle strength, satiety and weight loss.","A common concern about vegetarian and vegan diets is that they might not promote muscle strength, satiety and weight loss.",0.9401955604553224,0.9716324210166932,1703
863,851,2097,"Startups excitement about launching their product, might come out as costly",Developing a product might come out as costly,"Startups excitement about launching their product, might come out as costly",0.8861903548240662,0.9231259226799012,1704
864,852,1633,"Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected","Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected","Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected",0.8847583532333374,0.9626510143280028,1705
865,853,2098,The second World War problems led to the establishment of artificial intelligence.,Technological advancement led to new solutions and further knowledge.,The second World War problems led to new solutions and further knowledge.,0.9110047817230223,0.9525901675224304,1706
866,854,2099,Citation avoidance is a way to Eye Noose.,cutting onions under running water or submerged in a basin of water is a way to reduce eye irritation,cutting onions under running water or submerged in a basin of water is a way to Eye No conclusionitation avoidance,0.8716945052146912,0.9588033556938172,1709
867,855,178,you need need high levels of inventory,you need need high levels of inventory,"When an existing product market is saturated,you need need high levels of inventory",0.9229252934455872,0.8711864948272705,1713
868,856,179,Lurish language often speak Lurish language.,Chaharmahal and Bakhtiarian’s often speak Lurish language.,Chaharmahal and Bakhtiarian’s often speak Lurish language.,0.8878380656242371,0.874853789806366,1715
869,857,660,rising temperature can lead to increase in pressure underneath the earth,continents sit on huge plates.,continents sit on huge plates that can lead to increase in pressure underneath the earth,0.9378869533538818,0.9146567583084106,1716
870,858,1634,Fathers can't defend old-fashioned with rigorous moral views.,Old-fashioned with rigorous moral views to children.,Fathers can't defend old-fashioned with rigorous moral views to children.,0.9240643382072448,0.9249826073646544,1717
871,859,180,Several species of the benign bacteria in the intestine are known to be resistant to oxygen,"Implantation can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced","Several species of the benign bacteria in the intestine can be sufficient to cause ""auto-brewery syndrome"" in which intoxicating quantities of alcohol are produced",0.9313100576400756,0.9460824131965636,1718
872,860,2100,Godly powers are gifted with Godly powers.,Godly powers are powerful.,Yugi is gifted with Godly powers.,0.8922492265701294,0.8757640719413757,1719
873,861,661,Self-confidence helps children to identify themseleves as an individual,The competition may be a strong indication that children have different facial expressions,The competition may be a strong indication that help children to identify themseleves as an individual,0.8978950381278992,0.9177043437957764,1721
